"Search Parameters"	"Volcano Number"	"Volcano Name"	"Country"	"Location"	"Latitude"	"Longitude"	"Elevation (m)"	"Type"	"Status"	"Last Known Eruption"
	311180	"Seguam"	"United States"	"Aleutian Is"	52.315	-172.51	1054	"Stratovolcano"	"Historical"	"D1"
	311030	"Segula"	"United States"	"Aleutian Is"	52.015	178.136	1160	"Stratovolcano"	"Holocene"	"U"
	311060	"Semisopochnoi"	"United States"	"Aleutian Is"	51.93	179.58	1221	"Stratovolcano"	"Historical"	"D1"
		"Sergief"	"United States"	"Aleutian Is"	52.03	-174.93	560	"Stratovolcano"	"Uncertain"	"Unknown"
	311360	"Shishaldin"	"United States"	"Aleutian Is"	54.756	-163.97	2857	"Stratovolcano"	"Historical"	"D1"
	311090	"Takawangha"	"United States"	"Aleutian Is"	51.873	-178.006	1449	"Stratovolcano"	"Holocene"	"U"
	311241	"Tana"	"United States"	"Aleutian Is"	52.83	-169.77	1170	"Stratovolcanoes"	"Holocene"	"U"
	311080	"Tanaga"	"United States"	"Aleutian Is"	51.885	-178.146	1806	"Stratovolcano"	"Historical"	"D2"
	311250	"Uliaga"	"United States"	"Aleutian Is"	53.065	-169.77	888	"Stratovolcano"	"Holocene"	"Unknown"
		"Unnamed"	"United States"	"Aleutian Is"	52	-173.5	0	"Submarine volcano"	"Hydrophonic"	"D1"
	311270	"Vsevidof"	"United States"	"Aleutian Is"	53.13	-168.693	2149	"Stratovolcano"	"Historical"	"D3"
	311340	"Westdahl"	"United States"	"Aleutian Is"	54.516	-164.65	1563	"Stratovolcano"	"Historical"	"D1"
	311210	"Yunaska"	"United States"	"Aleutian Is"	52.639	-170.632	550	"Shield volcano"	"Historical"	"D2"
	260010	"Barren Island"	"India"	"Andaman Is-Indian O"	12.278	93.858	354	"Stratovolcano"	"Historical"	"D1"
	260001	"Narcondum"	"India"	"Andaman Is-Indian O"	13.43	94.28	710	"Stratovolcano"	"Holocene"	"U"
	390023	"Andrus"	"Antarctica"	"Antarctica"	-75.8	-132.33	2978	"Shield volcano"	"Holocene"	"Unknown"
	390022	"Berlin"	"Antarctica"	"Antarctica"	-76.05	-136	3478	"Shield volcano"	"Fumarolic"	"U"
	390040	"Bridgeman Island"	"Antarctica"	"Antarctica"	-62.063	-56.713	240	"Stratovolcano"	"Holocene"	"Unknown"
	390080	"Bristol Island"	"Antarctica"	"Antarctica"	-59.017	-26.533	1100	"Stratovolcano"	"Historical"	"D2"
	390010	"Buckle Island"	"Antarctica"	"Antarctica"	-66.78	163.25	1239	"Stratovolcano"	"Historical"	"D3"
	390100	"Candlemas Island"	"Antarctica"	"Antarctica"	-57.08	-26.67	550	"Stratovolcano"	"Historical"	"D2"
	390030	"Deception Island"	"Antarctica"	"Antarctica"	-62.957	-60.637	602	"Caldera"	"Historical"	"D1"
	390020	"Erebus"	"Antarctica"	"Antarctica"	-77.53	167.17	3794	"Stratovolcano"	"Historical"	"D1"
	390110	"Hodson"	"Antarctica"	"Antarctica"	-56.712	-27.176	835	"Stratovolcano"	"Holocene"	"U"
	390028	"Hudson Mountains"	"Antarctica"	"Antarctica"	-74.33	-99.42	749	"Stratovolcano"	"Uncertain"	"Unknown"
	390120	"Leskov Island"	"Antarctica"	"Antarctica"	-56.656	-28.14	190	"Stratovolcano"	"Fumarolic"	"U"
		"Lindenberg Island"	"Antarctica"	"Antarctica"	-65.03	-60.05	368	"Pyroclastic cone"	"Uncertain"	"Unknown"
	390015	"Melbourne"	"Antarctica"	"Antarctica"	-74.35	164.7	2732	"Stratovolcano"	"Tephrochronology"	"D4"
	390847	"Melville"	"Antarctica"	"Antarctica"	-62.02	-57.67	549	"Stratovolcano"		"Unknown"
	390081	"Montagu Island"	"Antarctica"	"Antarctica"	-58.445	-26.374	1370	"Shield volcano"	"Historical"	"D1"
	390017	"Morning"	"Antarctica"	"Antarctica"	-78.5	163.53	2723	"Shield volcano"	"Holocene"	"U"
	390829	"Mount Haddington Volc Field"	"Antarctica"	"Antarctica"	-64.15	-57.75	1630	"Shield"	"Holocene"	"Unknown"
	390041	"Paulet"	"Antarctica"	"Antarctica"	-63.579	-55.78	353	"Cinder cone"	"Holocene"	"U"
	390031	"Penguin Island"	"Antarctica"	"Antarctica"	-62.1	-57.93	180	"Stratovolcano"	"Lichenometry"	"D2"
	390029	"Peter I Island"	"Antarctica"	"Antarctica"	-68.85	-90.58	1640	"Shield volcano"	"Holocene"	"U"
	390013	"Pleiades, The"	"Antarctica"	"Antarctica"	-72.67	165.5	3040	"Stratovolcano"	"K-Ar"	"D7"
	390140	"Protector Seamounts"	"Antarctica"	"Antarctica"	-55.912	-28.167	-55	"Submarine volcano"	"Historical"	"D2"
	390021	"Royal Society Range"	"Antarctica"	"Antarctica"	-78.25	163.33	3000	"Cinder cone"	"Holocene"	"Unknown"
	390090	"Saunders"	"Antarctica"	"Antarctica"	-57.8	-26.483	843	"Stratovolcano"	"Historical"	"D3"
	390050	"Seal Nunataks Group"	"Antarctica"	"Antarctica"	-65.03	-60.05	368	"Pyroclastic cone"	"Historical"	"D3"
	390025	"Siple"	"Antarctica"	"Antarctica"	-73.43	-126.67	3110	"Shield volcano"	"Holocene"	"Unknown"
	390070	"Southern Thule"	"Antarctica"	"Antarctica"	-59.442	-27.225	1075	"Stratovolcano"	"Historical"	"D1"
	390012	"Sturge Island"	"Antarctica"	"Antarctica"	-67.4	164.83	1167	"Stratovolcano"	"Uncertain"	"Unknown"
	390027	"Takahe"	"Antarctica"	"Antarctica"	-76.28	-112.08	3460	"Shield volcano"	"Ice Core"	"D7"
	390026	"Toney Mountain"	"Antarctica"	"Antarctica"	-75.8	-115.83	3595	"Shield volcano"	"Holocene"	"Unknown"
		"Unnamed"	"Antarctica"	"Antarctica"	-73.45	164.58	2987	"Scoria cone"	"Holocene"	"Unknown"
	390016	"Unnamed"	"Antarctica"	"Antarctica"	-76.83	163	-500	"Submarine volcano"	"Holocene"	"Unknown"
	390024	"Waesche"	"Antarctica"	"Antarctica"	-77.17	-126.88	3292	"Shield volcano"	"Holocene"	"Unknown"
	390011	"Young Island"	"Antarctica"	"Antarctica"	-66.42	162.47	1340	"Stratovolcano"	"Fumarolic"	"U"
	390130	"Zavodovski"	"Antarctica"	"Antarctica"	-56.3	-27.57	551	"Stratovolcano"	"Historical"	"D3"
		"Ormus Islands"	"Indian Ocean"	"Arabia-S"	26	57	0	"Submarine volcano"	"Holocene"	"D2"
		"Unnamed"	"Indian Ocean"	"Arabia-S"	12.25	45	0	"Submarine volcano"	"Uncertain"	"Unknown"
	231090	"Arhab, Harra of"	"Yemen"	"Arabia-S"	15.603	44.098	3100	"Volcanic field"	"Historical"	"D6"
	231170	"Balhaf-Bir Ali Volcanic Field"	"Yemen"	"Arabia-S"	14.067	48.3	604	"Volcanic field"	"Holocene"	"U"
	231180	"Bir Borhut"	"Yemen"	"Arabia-S"	15.515	50.935	464	"Volcanic field"	"Holocene"	"Unknown"
	231120	"Dhamar, Harras of"	"Yemen"	"Arabia-S"	14.57	44.67	3500	"Volcanic field"	"Historical"	"D2"
	231110	"Haylan, Jabal"	"Yemen"	"Arabia-S"	15.4	45.1	1550	"Volcanic field"	"Anthropology"	"D7"
	231100	"Marha, Jabal el-"	"Yemen"	"Arabia-S"	15.245	44.236	2506	"Tuff cone"	"Holocene"	"U"
	231160	"Sawad, Harra Es-"	"Yemen"	"Arabia-S"	13.58	46.12	1737	"Volcanic field"	"Historical"	"D6"
	231001	"Ash Shaam, Harrat"	"Saudi Arabia"	"Arabia-W"	32.333	37.583	1100	"Volcanic field"	"Holocene"	"U"
	231072	"Birk, Harrat al"	"Saudi Arabia"	"Arabia-W"	18.37	41.63	587	"Volcanic field"	"Holocene"	"U"
	231050	"Ithnayn, Harrat"	"Saudi Arabia"	"Arabia-W"	26.58	40.2	1625	"Volcanic field"	"Holocene"	"U"
	231060	"Khaybar, Harrat"	"Saudi Arabia"	"Arabia-W"	25.5	40	2093	"Volcanic field"	"Historical"	"D6"
	231071	"Kishb, Harrat"	"Saudi Arabia"	"Arabia-W"	22.8	41.38	1475	"Volcanic field"	"Holocene"	"U"
	231040	"Lunayyir, Harrat"	"Saudi Arabia"	"Arabia-W"	25.17	37.75	1370	"Volcanic field"	"Historical"	"D6"
	231010	"Rahah, Harrat ar"	"Saudi Arabia"	"Arabia-W"	27.8	36.17	1950	"Volcanic field"	"Anthropology"	"U"
	231070	"Rahat, Harrat"	"Saudi Arabia"	"Arabia-W"	23.08	39.78	1744	"Volcanic field"	"Historical"	"D6"
	231020	"Uwayrid, Harrat"	"Saudi Arabia"	"Arabia-W"	27.08	37.25	1920	"Volcanic field"	"Anthropology"	"D6"
	231080	"Yar, Jabal"	"Saudi Arabia"	"Arabia-W"	17.05	42.83	305	"Volcanic field"	"Historical"	"D3"
	377020	"East Gakkel Ridge at 85°E"	"Arctic Ocean"	"Arctic Ocean"	85.608	85.25	-3800	"Submarine volcano"	"Holocene"	"U"
		"Unnamed"	"Arctic Ocean"	"Arctic Ocean"	88.27	-65.6	-1500	"Submarine volcano"	"Historical"	"D2"
	355180	"Antofagasta Volcanic Field"	"Argentina"	"Argentina"	-26.12	-67.4	3495	"Scoria cones"	"Holocene"	"U"
	358024	"Apagado"	"Argentina"	"Argentina"	-41.88	-72.58	1210	"Cinder cone"	"Holocene"	"U"
	355160	"Aracar"	"Argentina"	"Argentina"	-24.29	-67.783	6095	"Stratovolcano"	"Uncertain"	"?"
	357023	"Atuel, Caldera del"	"Argentina"	"Argentina"	-34.592	-69.921	5189	"Caldera"	"Holocene"	"U"
	357102	"Blanca, Laguna"	"Argentina"	"Argentina"	-39.02	-70.37	1700	"Volcanic field"		"Unknown"
	355210	"Blanco, Cerro"	"Argentina"	"Argentina"	-26.766	-67.746	4670	"Caldera"	"Holocene"	"U"
	355190	"Condor, El"	"Argentina"	"Argentina"	-26.632	-68.361	6373	"Stratovolcano"	"Holocene"	"U"
	357067	"Domuyo"	"Argentina"	"Argentina"	-36.638	-70.432	4702	"Stratovolcano"	"Holocene"	"Unknown"
	355124	"Falso Azufre"	"Argentina"	"Argentina"	-26.8	-68.37	5906	"Scoria cone"	"Holocene"	"U"
	357123	"Huanquihue Group"	"Argentina"	"Argentina"	-39.887	-71.58	2189	"Pyroclastic cone"	"Holocene"	"U"
	355123	"Nevada, Sierra"	"Argentina"	"Argentina"	-26.48	-68.58	6173	"Stratovolcano"	"Holocene"	"U"
	357066	"Payun Matru"	"Argentina"	"Argentina"	-36.422	-69.241	3715	"Shield volcano"	"Holocene"	"U"
	355200	"Peinado"	"Argentina"	"Argentina"	-26.623	-68.116	5741	"Stratovolcano"	"Holocene"	"U"
		"Puesto Cortaderas"	"Argentina"	"Argentina"	-37.567	-69.617	970	"Pyroclastic cone"	"Holocene"	"U"
	355107	"Pular"	"Argentina"	"Argentina"	-24.188	-68.054	6233	"Stratovolcano"	"Historical"	"D1"
	357024	"Risco Plateado"	"Argentina"	"Argentina"	-34.917	-69.981	4999	"Stratovolcano"	"Holocene?"	"?"
	355131	"Solo, El"	"Argentina"	"Argentina"	-27.105	-68.713	6205	"Complex volcano"	"Holocene"	"U"
	355220	"Tipas"	"Argentina"	"Argentina"	-27.196	-68.561	6658	"Complex volcano"	"Holocene"	"U"
	357081	"Trolon"	"Argentina"	"Argentina"	-37.738	-70.906	2360	"Lava domes"	"Holocene?"	"?"
		"Tromen"	"Argentina"	"Argentina"	-37.142	-70.03	3978	"Stratovolcano"	"Holocene"	"U"
	357072	"Tromen Volcanic Plateau"	"Argentina"	"Argentina"	-37.144	-70.033	4114	"Pyroclastic cone"	"Holocene"	"U"
	355150	"Tuzgle"	"Argentina"	"Argentina"	-24.05	-66.48	5486	"Stratovolcano"	"Holocene?"	"?"
	355161	"Unnamed"	"Argentina"	"Argentina"	-25.078	-68.266	4652	"Pyroclastic cone"	"Holocene?"	"?"
		"Viedma, Volcan"	"Argentina"	"Argentina"	-49.358	-73.28	1300	"Subglacial volcano"	"Historical"	"D1"
	214060	"Aragats"	"Armenia"	"Armenia"	40.53	44.2	4095	"Stratovolcano"	"Holocene"	"U"
	214070	"Ghegham Volcanic Ridge"	"Armenia"	"Armenia"	40.283	45	3597	"Volcanic field"	"Holocene"	"U"
	214090	"Porak"	"Armenia"	"Armenia"	40.028	45.74	3029	"Stratovolcano"	"Anthropology"	"D7"
	214100	"Tskhouk-Karckar"	"Armenia"	"Armenia"	39.742	45.992	3139	"Pyroclastic cones"	"Tephrochronology"	"D7"
	214080	"Vaiyots-Sar"	"Armenia"	"Armenia"	39.797	45.497	2575	"Unknown"	"Holocene"	"U"
	385030	"Romanche Fracture Zone"	"Atlantic Ocean"	"Atlantic-C"	-0.433	-19.596	-1528	"Submarine volcano"	"Historical"	"D3"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-C"	7	-21.83	-1415	"Submarine volcano"	"Uncertain"	"Unknown"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-C"	4.2	-21.45	-2900	"Submarine volcano"	"Uncertain"	"Unknown"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-C"	-3.5	-24.5	-5300	"Submarine volcano"	"Uncertain"	"Unknown"
	381040	"Pico Fracture Zone"	"Atlantic Ocean"	"Atlantic-N"	38.75	-38.08	-4200	"Submarine volcano"	"Historical"	"D3"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-N"	66	-27.75	-108	"Submarine volcano"	"Uncertain"	"D4"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-N"	49	-34.5	-1650	"Submarine volcano"	"Historical"	"D3"
		"Unnamed"	"Atlantic Ocean"	"Atlantic-N"	39.95	-25.83	-2835	"Submarine volcano"	"Uncertain"	"Unknown"
	371032	"Fagradalsfjall"	"Iceland"	"Atlantic-N"	63.895	-22.258	250	"Fissure vent"	"Holocene"	"D1"
	376010	"Jan Mayen"	"Jan Mayen"	"Atlantic-N-Jan Mayen"	71.082	-8.155	2197	"Stratovolcano"	"Historical"	"D1"
	385050	"Ascension"	"Atlantic Ocean"	"Atlantic-S"	-7.95	-14.37	858	"Stratovolcano"	"Holocene"	"U"
		"Thompson Island"	"Atlantic Ocean"	"Atlantic-S"	-53.93	5.5	0	"Submarine volcano"	"Uncertain"	"Unknown"
		"Trindade"	"Atlantic Ocean"	"Atlantic-S"	-20.514	-29.331	600	"Stratovolcano"	"Holocene"	"U"
	386010	"Tristan da Cunha"	"Atlantic Ocean"	"Atlantic-S"	-37.092	-12.28	2060	"Stratovolcano"	"Historical"	"D2"
	385052	"Walvis Ridge at 33°S"	"Atlantic Ocean"	"Atlantic-S"	-32.958	-5.22	-1200	"Submarine"		"D1"
	386020	"Bouvet"	"Bouvet I."	"Atlantic-S"	-54.408	3.351	741	"Shield volcano"	"Magnetism"	"D7"
	386011	"Nightingale Island"	"United Kingdom"	"Atlantic-S"	-37.42	-12.48	365	"Stratovolcano"	"Historical"	"D1"
	333060	"Macdonald"	"Antarctica"	"Austral Is-C Pacific"	-28.98	-140.25	-39	"Submarine volcano"	"Historical"	"D1"
	259804	"McBride Volcanic Province"	"Australia"	"Australia"	-18.367	144.567	1020	"Volcanic field"	"Ar/Ar"	"D7"
	259010	"Newer Volcanics Province"	"Australia"	"Australia"	-37.77	142.5	1011	"Shield volcano"	"Radiocarbon"	"D7"
	382090	"Agua de Pau"	"Portugal"	"Azores"	37.77	-25.47	947	"Stratovolcano"	"Historical"	"D5"
	382002	"Corvo"	"Portugal"	"Azores"	39.699	-31.111	718	"Stratovolcano"	"Holocene"	"U"
	382070	"Don Joao de Castro Bank"	"Portugal"	"Azores"	38.23	-26.63	-13	"Submarine volcano"	"Historical"	"D4"
	382010	"Fayal"	"Portugal"	"Azores"	38.576	-28.713	1041	"Stratovolcano"	"Historical"	"D2"
	382001	"Flores"	"Portugal"	"Azores"	39.462	-31.216	914	"Stratovolcano"	"Radiocarbon"	"D7"
	382100	"Furnas"	"Portugal"	"Azores"	37.77	-25.32	805	"Stratovolcano"	"Historical"	"D5"
	382040	"Graciosa"	"Portugal"	"Azores"	39.02	-27.97	402	"Stratovolcano"	"Holocene"	"U"
	382120	"Madeira"	"Portugal"	"Azores"	32.73	-16.97	1862	"Shield volcano"	"Radiocarbon"	"D7"
	382110	"Monaco Bank"	"Portugal"	"Azores"	37.6	-25.88	-197	"Submarine volcano"	"Historical"	"D2"
	382020	"Pico"	"Portugal"	"Azores"	38.47	-28.4	2351	"Stratovolcano"	"Historical"	"D4"
	382081	"Picos Fissural Volcanic System"	"Portugal"	"Azores"	37.78	-25.67	350	"Pyroclastic cone"	"Historical"	"D5"
	382030	"Sao Jorge"	"Portugal"	"Azores"	38.65	-28.08	1053	"Fissure vent"	"Historical"	"D2"
	382080	"Sete Cidades"	"Portugal"	"Azores"	37.865	-25.785	842	"Stratovolcano"	"Historical"	"D3"
	382050	"Terceira"	"Portugal"	"Azores"	38.73	-27.32	1023	"Stratovolcano"	"Historical"	"D1"
	265040	"Wurlali"	"Indonesia"	"Banda Sea"	-7.125	128.675	868	"Stratovolcano"	"Historical"	"D3"
	265090	"Banda Api"	"Pacific Ocean"	"Banda Sea"	-4.523	129.881	596	"Caldera"	"Historical"	"D1"
		"Emperor of China"	"Pacific Ocean"	"Banda Sea"	-6.62	124.22	-2850	"Submarine volcano"	"Uncertain"	"Unknown"
	265080	"Manuk"	"Pacific Ocean"	"Banda Sea"	-5.543	130.303	257	"Stratovolcano"	"Fumarolic"	"U"
		"Nieuwerkerk"	"Pacific Ocean"	"Banda Sea"	-6.6	124.675	-2285	"Submarine volcano"	"Uncertain"	"Unknown"
	265060	"Nila"	"Pacific Ocean"	"Banda Sea"	-6.73	129.5	781	"Stratovolcano"	"Historical"	"D1"
	265070	"Serua"	"Pacific Ocean"	"Banda Sea"	-6.312	130.017	608	"Stratovolcano"	"Historical"	"D2"
	265050	"Teon"	"Pacific Ocean"	"Banda Sea"	-6.976	129.144	728	"Stratovolcano"	"Historical"	"D2"
	265030	"Wetar"	"Pacific Ocean"	"Banda Sea"	-6.642	126.65	282	"Stratovolcano"	"Historical"	"D5"
	355036	"Jatun Mundo Quri Warani"	"Bolivia"	"Bolivia"	-19.78	-66.48	5438	"Lava domes"	"Holocene?"	"?"
	355035	"Jayu Khota, Laguna"	"Bolivia"	"Bolivia"	-19.463	-67.432	3650	"Maars"	"Holocene"	"U"
	355042	"Pampa Luxsar"	"Bolivia"	"Bolivia"	-20.85	-68.2	5543	"Volcanic field"	"Holocene"	"U"
	355012	"Parinacota"	"Bolivia"	"Bolivia"	-18.166	-69.142	6336	"Stratovolcano"	"Holocene"	"Unknown"
	355021	"Tambo Quemado"	"Bolivia"	"Bolivia"	-18.62	-68.75	4215	"Maar"	"Holocene"	"Unknown"
		"Yumia, Cerro"	"Bolivia"	"Bolivia"	-21.5	-67.5	4050	"Cone"	"Holocene"	"Unknown"
		"Bombalai"	"Malaysia"	"Borneo"	4.4	117.88	531	"Pyroclastic cone"	"Holocene"	"Unknown"
	255020	"Bagana"	"Papua New Guinea"	"Bougainville-SW Paci"	-6.137	155.196	1855	"Lava cone"	"Historical"	"D1"
	255010	"Balbi"	"Papua New Guinea"	"Bougainville-SW Paci"	-5.916	155.001	2715	"Stratovolcano"	"Holocene"	"U"
	255011	"Billy Mitchell"	"Papua New Guinea"	"Bougainville-SW Paci"	-6.09	155.225	1544	"Pyroclastic shield"	"Radiocarbon"	"D5"
	255030	"Loloru"	"Papua New Guinea"	"Bougainville-SW Paci"	-6.52	155.62	1887	"Pyroclastic shield"	"Radiocarbon"	"D7"
	255021	"Takuan Group"	"Papua New Guinea"	"Bougainville-SW Paci"	-6.442	155.608	2210	"Volcanic complex"	"Holocene"	"U"
	255000	"Tore"	"Papua New Guinea"	"Bougainville-SW Paci"	-5.835	154.935	2175	"Lava cone"	"Holocene"	"U"
	320020	"Alligator Lake"	"Canada"	"Canada"	60.42	-135.42	2217	"Volcanic field"	"Holocene"	"U"
	320030	"Atlin Volcanic Field"	"Canada"	"Canada"	59.708	-133.358	1880	"Cinder cone"	"Historical"	"D3"
	320170	"Bridge River Cones"	"Canada"	"Canada"	50.8	-123.4	2500	"Volcanic field"	"Holocene"	"U"
	320811	"Cayley Volcanic Field"	"Canada"	"Canada"	50.12	-123.28	2375	"Volcanic field"		"Unknown"
	320110	"Crow Lagoon"	"Canada"	"Canada"	54.7	-130.23	335	"Pyroclastic cone"	"Holocene"	"U"
	320060	"Edziza"	"Canada"	"Canada"	57.72	-130.63	2786	"Stratovolcano"	"Radiocarbon"	"D6"
	320010	"Fort Selkirk"	"Canada"	"Canada"	62.93	-137.38	1239	"Volcanic field"	"Holocene"	"U"
	320200	"Garibaldi"	"Canada"	"Canada"	49.85	-123	2678	"Stratovolcano"	"Radiocarbon"	"D7"
	320190	"Garibaldi Lake"	"Canada"	"Canada"	49.933	-123	2316	"Volcanic field"	"Holocene"	"U"
	320040	"Heart Peaks"	"Canada"	"Canada"	58.6	-131.97	2012	"Shield volcano"	"Holocene"	"U"
	320080	"Hoodoo Mountain"	"Canada"	"Canada"	56.78	-131.28	1850	"Subglacial volcano"	"Holocene"	"U"
	320090	"Iskut-Unuk River Cones"	"Canada"	"Canada"	56.567	-130.75	1880	"Cinder cone"	"Radiocarbon"	"D3"
	320050	"Level Mountain"	"Canada"	"Canada"	58.42	-131.35	2164	"Shield volcano"	"Holocene"	"U"
	320180	"Meager"	"Canada"	"Canada"	50.63	-123.5	2680	"Complex volcano"	"Radiocarbon"	"D7"
	320120	"Milbanke Sound Group"	"Canada"	"Canada"	52.498	-128.723	233	"Cinder cone"	"Holocene"	"U"
	320140	"Nazko"	"Canada"	"Canada"	52.928	-123.732	1238	"Cinder cone"	"Radiocarbon"	"D7"
		"Satah Mountain"	"Canada"	"Canada"	52.47	-124.7	1921	"Volcanic field"	"Holocene"	"U"
	320160	"Silverthrone"	"Canada"	"Canada"	51.518	-126.113	2860	"Caldera"	"Holocene"	"U"
	320070	"Spectrum Range"	"Canada"	"Canada"	57.43	-130.68	2430	"Shield volcano"	"Holocene"	"U"
	320100	"Tseax River Cone"	"Canada"	"Canada"	55.111	-128.899	612	"Pyroclastic cone"	"Radiocarbon"	"D4"
	320031	"Tuya Volcanic Field"	"Canada"	"Canada"	59.37	-130.58	2123	"Volcanic field"	"Holocene"	"U"
	320150	"Wells Gray-Clearwater"	"Canada"	"Canada"	52.33	-120.57	2576	"Cinder cone"	"Dendrochronology"	"D5"
	383050	"Fuerteventura"	"Spain"	"Canary Is"	28.358	-14.02	529	"Fissure vent"	"Holocene"	"U"
	383040	"Gran Canaria"	"Spain"	"Canary Is"	28	-15.58	1950	"Fissure vent"	"Radiocarbon"	"D7"
	383020	"Hierro"	"Spain"	"Canary Is"	27.73	-18.03	1500	"Shield volcano"	"Historical"	"D4"
	383010	"La Palma"	"Spain"	"Canary Is"	28.57	-17.83	2426	"Stratovolcano"	"Historical"	"D1"
	383060	"Lanzarote"	"Spain"	"Canary Is"	29.03	-13.63	670	"Fissure vent"	"Historical"	"D3"
	383030	"Tenerife"	"Spain"	"Canary Is"	28.271	-16.641	3715	"Stratovolcano"	"Historical"	"D2"
	384020	"Brava"	"Cape Verde"	"Cape Verde Is"	14.851	-24.704	956	"Stratovolcano"	"Holocene"	"U"
	384010	"Fogo"	"Cape Verde"	"Cape Verde Is"	14.95	-24.35	2829	"Stratovolcano"	"Historical"	"D1"
		"Santo Antao"	"Cape Verde"	"Cape Verde Is"	17.07	-25.17	1979	"Stratovolcano"	"Holocene"	"U"
	355125	"Incahuasi, Nevado de"	"Argentina"	"Chile"	-27.033	-68.296	6638	"Complex volcano"	"Holocene"	"U"
	357122	"Lanin"	"Argentina"	"Chile-C"	-39.637	-71.502	3776	"Stratovolcano"	"Holocene"	"U"
	357021	"Maipo"	"Argentina"	"Chile-C"	-34.164	-69.832	5323	"Caldera"	"Historical"	"D2"
	357020	"San Jose"	"Argentina"	"Chile-C"	-33.789	-69.895	6070	"Stratovolcano"	"Historical"	"D2"
	357153	"Antillanca Volcanic Complex"	"Chile"	"Chile-C"	-40.783	-72.15	1979	"Stratovolcano"	"Holocene"	"U"
	357080	"Antuco"	"Chile"	"Chile-C"	-37.406	-71.349	2979	"Stratovolcano"	"Historical"	"D3"
	357060	"Azul, Cerro"	"Chile"	"Chile-C"	-35.653	-70.761	3788	"Stratovolcano"	"Historical"	"D1"
	357064	"Blancas, Lomas"	"Chile"	"Chile-C"	-36.286	-71.009	2268	"Stratovolcano"	"Holocene"	"U"
	357112	"Caburgua-Huelemolle"	"Chile"	"Chile-C"	-39.25	-71.75	1652	"Cinder cone"	"Tephrochronology"	"D7"
	357042	"Calabozos"	"Chile"	"Chile-C"	-35.558	-70.496	3508	"Caldera"	"Holocene"	"U"
	357091	"Callaqui"	"Chile"	"Chile-C"	-37.92	-71.45	3164	"Stratovolcano"	"Historical"	"D1"
	357140	"Carran-Los Venados"	"Chile"	"Chile-C"	-40.35	-72.07	1114	"Pyroclastic cone"	"Historical"	"D1"
	357070	"Chillan, Nevados de"	"Chile"	"Chile-C"	-36.868	-71.378	3180	"Stratovolcano"	"Historical"	"D1"
	357090	"Copahue"	"Chile"	"Chile-C"	-37.856	-71.183	2953	"Stratovolcano"	"Historical"	"D1"
	357050	"Descabezado Grande"	"Chile"	"Chile-C"	-35.58	-70.75	3953	"Stratovolcano"	"Historical"	"D2"
	357041	"Infiernillo"	"Chile"	"Chile-C"	-35.123	-69.9	3007	"Lava dome"	"Holocene"	"U"
	357110	"Llaima"	"Chile"	"Chile-C"	-38.692	-71.729	3125	"Stratovolcano"	"Historical"	"D1"
	357063	"Longavi, Nevado de"	"Chile"	"Chile-C"	-36.196	-71.164	3175	"Stratovolcano"	"Holocene"	"U"
	357100	"Lonquimay"	"Chile"	"Chile-C"	-38.379	-71.586	2832	"Stratovolcano"	"Historical"	"D1"
	357092	"Mariñaqui, Laguna"	"Chile"	"Chile-C"	-38.255	-71.167	2108	"Stratovolcano"	"Holocene"	"U"
	357061	"Maule, Laguna del"	"Chile"	"Chile-C"	-36.058	-70.492	2162	"Stratovolcano"	"Holocene"	"U"
	357130	"Mocho-Choshuenco"	"Chile"	"Chile-C"	-39.927	-72.027	2422	"Stratovolcano"	"Historical"	"D2"
	357022	"Palomo"	"Chile"	"Chile-C"	-34.608	-70.295	4860	"Stratovolcano"	"Holocene"	"U"
	357152	"Pantojo, Cerro"	"Chile"	"Chile-C"	-40.77	-71.95	1897	"Stratovolcano"	"Holocene"	"U"
	357040	"Planchon-Peteroa"	"Chile"	"Chile-C"	-35.223	-70.568	3977	"Caldera"	"Historical"	"D1"
	357160	"Puntiagudo-Cordon Cenizos"	"Chile"	"Chile-C"	-40.969	-72.264	2493	"Stratovolcano"	"Historical"	"D3"
	357150	"Puyehue-Cordon Caulle"	"Chile"	"Chile-C"	-40.59	-72.117	2236	"Stratovolcano"	"Holocene"	"U"
	357121	"Quetrupillan"	"Chile"	"Chile-C"	-39.496	-71.722	2360	"Caldera"	"Historical"	"D3"
	357065	"Resago, Volcan"	"Chile"	"Chile-C"	-36.461	-70.903	1890	"Cinder cone"	"Holocene"	"U"
	357062	"San Pedro-Pellado"	"Chile"	"Chile-C"	-35.989	-70.849	3621	"Stratovolcano"	"Holocene"	"U"
	357111	"Sollipulli"	"Chile"	"Chile-C"	-38.97	-71.52	2282	"Caldera"	"Radiocarbon"	"D6"
	357030	"Tinguiririca"	"Chile"	"Chile-C"	-34.814	-70.352	4280	"Stratovolcano"	"Historical"	"D2"
	357093	"Tolhuaca"	"Chile"	"Chile-C"	-38.31	-71.645	2739	"Stratovolcano"	"Holocene"	"U"
	357101	"Tralihue"	"Chile"	"Chile-C"	-38.509	-70.898	2448	"Cinder cone"	"Holocene"	"U"
