Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Last Known Eruption
St. Andrew Strait,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,270.0,Active
Baluan,United States,Admiralty Is-SW Paci,-2.57,147.28,254.0,Dormant
Dacht-I-Navar Group,Afghanistan,Afghanistan,33.95,67.92,3800.0,Dormant
Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190.0,Dormant
Karisimbi,"Congo, DRC",Africa-C,-1.506,29.45,4490.0,Dormant
May-ya-moto,"Congo, DRC",Africa-C,-0.93,29.33,950.0,Dormant
Nyamulagira,"Congo, DRC",Africa-C,-1.408,29.2,3058.0,Active
Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470.0,Active
Tshibinda,"Congo, DRC",Africa-C,-2.32,28.75,1460.0,Dormant
Visoke,Rwanda,Africa-C,-1.458,29.485,3696.0,Active
Bufumbira,Uganda,Africa-C,-1.304,29.683,2100.0,Dormant
Bunyaruguru,Uganda,Africa-C,-0.2,30.08,1554.0,Dormant
Fort Portal,Uganda,Africa-C,0.7,30.25,1615.0,Dormant
Katunga,Uganda,Africa-C,-0.471,30.191,1707.0,Dormant
Katwe-Kikorongo,Uganda,Africa-C,-0.08,29.92,1067.0,Dormant
Kyatwa,Uganda,Africa-C,0.45,30.25,1430.0,Dormant
Muhavura,Uganda,Africa-C,-1.383,29.678,4103.0,Dormant
"Barrier, The",Kenya,Africa-E,2.32,36.57,1032.0,Active
Chyulu Hills,Kenya,Africa-E,-2.68,37.88,2188.0,Active
"Eburru, Ol Doinyo",Kenya,Africa-E,-0.65,36.22,2856.0,Dormant
Elmenteita Badlands,Kenya,Africa-E,-0.546,36.249,2126.0,Dormant
Emuruangogolak,Kenya,Africa-E,1.5,36.33,1285.0,Active
Homa Mountain,Kenya,Africa-E,-0.38,34.5,1751.0,Dormant
Korosi,Kenya,Africa-E,0.77,36.12,1446.0,Dormant
Lake Turkana Central Island,Kenya,Africa-E,3.496,36.04,518.0,Dormant
Lake Turkana North Island,Kenya,Africa-E,4.063,36.046,490.0,Dormant
Lake Turkana South Island,Kenya,Africa-E,2.636,36.596,800.0,Active
Longonot,Kenya,Africa-E,-0.914,36.446,2776.0,Active
Marsabit,Kenya,Africa-E,2.32,37.97,1707.0,Dormant
Mega Volcanic Field,Kenya,Africa-E,3.971,38.213,1500.0,Dormant
Menengai,Kenya,Africa-E,-0.2,36.07,2278.0,Dormant
Namarunu,Kenya,Africa-E,1.98,36.43,817.0,Dormant
Nyambeni Hills,Kenya,Africa-E,0.23,37.87,750.0,Dormant
Ol Kokwe,Kenya,Africa-E,0.62,36.075,1130.0,Dormant
Olkaria,Kenya,Africa-E,-0.904,36.292,2434.0,Active
Paka,Kenya,Africa-E,0.92,36.18,1697.0,Dormant
Segererua Plateau,Kenya,Africa-E,1.57,37.9,699.0,Dormant
Silali,Kenya,Africa-E,1.15,36.23,1528.0,Dormant
Suswa,Kenya,Africa-E,-1.151,36.357,2356.0,Dormant
Igwisi Hills,Tanzania,Africa-E,-4.889,31.933,1146.0,Dormant
Izumbwe-Mpoli,Tanzania,Africa-E,-8.93,33.4,1568.0,Dormant
Kilimanjaro,Tanzania,Africa-E,-3.07,37.35,5895.0,Dormant
Kyejo,Tanzania,Africa-E,-9.229,33.792,2176.0,Active
"Lengai, Ol Doinyo",Tanzania,Africa-E,-2.764,35.914,2962.0,Active
Meru,Tanzania,Africa-E,-3.244,36.75,4550.0,Active
Ngozi,Tanzania,Africa-E,-9.004,33.552,2614.0,Dormant
Rungwe,Tanzania,Africa-E,-9.135,33.668,2953.0,Dormant
SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,2179.0,Dormant
Unnamed,Tanzania,Africa-E,-8.63,33.57,0.0,Dormant
Atakor Volcanic Field,Algeria,Africa-N,23.33,5.83,2918.0,Dormant
Manzaz Volcanic Field,Algeria,Africa-N,23.92,5.83,1672.0,Dormant
Tahalra Volcanic Field,Algeria,Africa-N,22.67,5.0,1467.0,Dormant
"Koussi, Emi",Chad,Africa-N,19.8,18.53,3415.0,Dormant
Todra Volcanic Field,Chad,Africa-N,17.68,8.5,1780.0,Dormant
"Toh, Tarso",Chad,Africa-N,21.33,16.33,2000.0,Dormant
"Tousside, Tarso",Chad,Africa-N,21.03,16.45,3265.0,Dormant
"Voon, Tarso",Chad,Africa-N,20.92,17.28,3100.0,Dormant
Haruj,Libya,Africa-N,27.25,17.5,1200.0,Dormant
Wau-en-Namus,Libya,Africa-N,25.05,17.55,547.0,Dormant
Tin Zaouatene Volcanic Field,Mali,Africa-N,19.83,2.83,700.0,Dormant
Bayuda Volcanic Field,Sudan,Africa-N,18.33,32.75,670.0,Active
Kutum Volcanic Field,Sudan,Africa-N,14.57,25.85,1779.0,Dormant
"Marra, Jebel",Sudan,Africa-N,12.95,24.27,3042.0,Dormant
Meidob Volcanic Field,Sudan,Africa-N,15.32,26.47,2000.0,Dormant
"Umm Arafieb, Jebel",Sudan,Africa-N,18.17,33.83,0.0,Dormant
Ardoukoba,Djibouti,Africa-NE,11.58,42.47,298.0,Active
Mousa Alli,Djibouti,Africa-NE,12.469,42.404,1993.0,Dormant
Alid,Eritrea,Africa-NE,14.88,39.92,904.0,Dormant
Assab Volcanic Field,Eritrea,Africa-NE,12.95,42.43,987.0,Dormant
Dubbi,Eritrea,Africa-NE,13.579,41.809,1625.0,Active
Gufa,Eritrea,Africa-NE,12.55,42.53,600.0,Dormant
Jalua,Eritrea,Africa-NE,15.042,39.82,713.0,Dormant
Nabro,Eritrea,Africa-NE,13.37,41.7,2218.0,Dormant
Adwa,Ethiopia,Africa-NE,10.063,40.831,1670.0,Dormant
Afdera,Ethiopia,Africa-NE,13.088,40.853,1250.0,Dormant
Alayta,Ethiopia,Africa-NE,12.888,40.573,1496.0,Active
Ale Bagu,Ethiopia,Africa-NE,13.512,40.631,988.0,Dormant
Alu-Dalafilla,Ethiopia,Africa-NE,13.793,40.553,578.0,Dormant
Aluto,Ethiopia,Africa-NE,7.77,38.78,2335.0,Dormant
Asavyo,Ethiopia,Africa-NE,13.098,41.599,1338.0,Dormant
Ayelu,Ethiopia,Africa-NE,10.082,40.702,2145.0,Dormant
Beru,Ethiopia,Africa-NE,8.95,39.75,1100.0,Dormant
Bilate River Field,Ethiopia,Africa-NE,7.07,38.1,1700.0,Dormant
Bishoftu Volcanic Field,Ethiopia,Africa-NE,8.78,38.98,1850.0,Dormant
Bora Ale,Ethiopia,Africa-NE,13.725,40.6,668.0,Dormant
Bora-Bericcio,Ethiopia,Africa-NE,8.221,39.05,2267.0,Dormant
Bora-Bericha-Tullu Moye,Ethiopia,Africa-NE,8.211,39.081,2345.0,Active
Borawli,Ethiopia,Africa-NE,13.304,40.987,784.0,Dormant
Borawli Complex,Ethiopia,Africa-NE,11.63,41.45,875.0,Dormant
Boset,Ethiopia,Africa-NE,8.558,39.475,2447.0,Dormant
Butajiri-Silti Field,Ethiopia,Africa-NE,8.05,38.35,2281.0,Dormant
Chiracha,Ethiopia,Africa-NE,6.65,38.12,1636.0,Dormant
Corbetti,Ethiopia,Africa-NE,7.193,38.39,2289.0,Dormant
Dabbahu,Ethiopia,Africa-NE,12.595,40.48,1401.0,Dormant
Dabbayra,Ethiopia,Africa-NE,12.38,40.07,1302.0,Dormant
Dalaffilla,Ethiopia,Africa-NE,13.792,40.55,613.0,Dormant
Dama Ali,Ethiopia,Africa-NE,11.28,41.63,1068.0,Active
Dofan,Ethiopia,Africa-NE,9.35,40.13,1151.0,Dormant
East Chamo Basin,Ethiopia,Africa-NE,5.708,37.713,1150.0,Dormant
East Ziway,Ethiopia,Africa-NE,7.874,38.902,1889.0,Dormant
Erta Ale,Ethiopia,Africa-NE,13.601,40.666,585.0,Active
Fentale,Ethiopia,Africa-NE,8.985,39.906,2007.0,Active
Gabillema,Ethiopia,Africa-NE,11.08,41.27,1459.0,Dormant
Gada Ale,Ethiopia,Africa-NE,13.975,40.408,287.0,Dormant
Gedemsa,Ethiopia,Africa-NE,8.363,39.172,1909.0,Dormant
Groppo,Ethiopia,Africa-NE,11.816,40.242,852.0,Dormant
Hayli Gubbi,Ethiopia,Africa-NE,13.51,40.722,493.0,Dormant
Hertali,Ethiopia,Africa-NE,9.78,40.33,900.0,Dormant
Hobicha Caldera,Ethiopia,Africa-NE,6.78,37.83,1800.0,Dormant
Kone,Ethiopia,Africa-NE,8.811,39.695,1380.0,Active
Korath Range,Ethiopia,Africa-NE,5.117,35.892,912.0,Dormant
Kurub,Ethiopia,Africa-NE,11.88,41.208,625.0,Dormant
Liado Hayk,Ethiopia,Africa-NE,9.57,40.28,878.0,Dormant
Ma Alalta,Ethiopia,Africa-NE,13.013,40.185,1745.0,Dormant
Mallahle,Ethiopia,Africa-NE,13.27,41.65,1875.0,Dormant
Manda Hararo,Ethiopia,Africa-NE,12.17,40.82,600.0,Dormant
Manda-Inakir,Ethiopia,Africa-NE,12.38,42.2,600.0,Active
Mat Ala,Ethiopia,Africa-NE,13.106,41.161,493.0,Dormant
Melkassa,Ethiopia,Africa-NE,8.43,39.35,1765.0,Dormant
Northern Lake Abaya Volcanic Field,Ethiopia,Africa-NE,6.76,37.97,1594.0,Dormant
Shala,Ethiopia,Africa-NE,7.457,38.557,2075.0,Dormant
Sork Ale,Ethiopia,Africa-NE,13.18,41.725,1611.0,Dormant
Tat Ali,Ethiopia,Africa-NE,13.284,41.063,655.0,Dormant
Tepi,Ethiopia,Africa-NE,7.42,35.43,2728.0,Dormant
Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650.0,Dormant
Unnamed,Ethiopia,Africa-NE,8.7,39.63,1300.0,Dormant
Unnamed,Ethiopia,Africa-NE,8.62,38.95,1800.0,Dormant
Unnamed,Ethiopia,Africa-NE,8.013,39.062,1886.0,Dormant
Yangudi,Ethiopia,Africa-NE,10.58,41.042,1383.0,Dormant
Cameroon,Cameroon,Africa-W,4.203,9.17,4095.0,Active
Manengouba,Cameroon,Africa-W,5.03,9.83,2411.0,Dormant
Ngaoundere Plateau,Cameroon,Africa-W,7.25,13.67,0.0,Dormant
Oku Volcanic Field,Cameroon,Africa-W,6.25,10.5,3011.0,Active
Tombel Graben,Cameroon,Africa-W,4.758,9.717,500.0,Dormant
San Carlos,Equatorial Guinea,Africa-W,3.35,8.52,2260.0,Dormant
San Joaquin,Equatorial Guinea,Africa-W,3.35,8.63,2009.0,Dormant
Santa Isabel,Equatorial Guinea,Africa-W,3.588,8.762,2999.0,Active
Biu Plateau,Nigeria,Africa-W,10.75,12.0,0.0,Dormant
Sao Tome,Sao Tome & Principe,Africa-W,0.32,6.72,2024.0,Dormant
Aniakchak,United States,Alaska Peninsula,56.88,-158.17,1341.0,Active
Black Peak,United States,Alaska Peninsula,56.552,-158.785,1032.0,Dormant
Chiginagak,United States,Alaska Peninsula,57.135,-156.99,2221.0,Active
Dana,United States,Alaska Peninsula,55.641,-161.214,1354.0,Dormant
Denison,United States,Alaska Peninsula,58.418,-154.449,2287.0,Dormant
Douglas,United States,Alaska Peninsula,58.855,-153.542,2140.0,Dormant
Dutton,United States,Alaska Peninsula,55.183,-162.276,1465.0,Dormant
Emmons Lake Volcanic Center,United States,Alaska Peninsula,55.352,-162.045,1534.0,Dormant
Fourpeaked,United States,Alaska Peninsula,58.77,-153.672,2105.0,Dormant
Frosty,United States,Alaska Peninsula,55.067,-162.835,1728.0,Dormant
Griggs,United States,Alaska Peninsula,58.354,-155.092,2317.0,Dormant
Kaguyak,United States,Alaska Peninsula,58.611,-154.025,901.0,Dormant
Katmai,United States,Alaska Peninsula,58.279,-154.953,2047.0,Active
Kialagvik,United States,Alaska Peninsula,57.203,-156.745,1677.0,Dormant
Kukak,United States,Alaska Peninsula,58.453,-154.355,2043.0,Dormant
Kupreanof,United States,Alaska Peninsula,56.011,-159.797,1895.0,Active
Mageik,United States,Alaska Peninsula,58.195,-155.253,2165.0,Active
Martin,United States,Alaska Peninsula,58.172,-155.361,1863.0,Active
Novarupta,United States,Alaska Peninsula,58.266,-155.159,841.0,Active
Pavlof,United States,Alaska Peninsula,55.417,-161.894,2493.0,Active
Pavlof Sister,United States,Alaska Peninsula,55.457,-161.854,2142.0,Active
Snowy Mountain,United States,Alaska Peninsula,58.336,-154.682,2162.0,Dormant
Steller,United States,Alaska Peninsula,58.43,-154.39,2279.0,Dormant
Stepovak Bay 2,United States,Alaska Peninsula,55.913,-160.041,1323.0,Dormant
Stepovak Bay 3,United States,Alaska Peninsula,55.929,-160.002,1555.0,Dormant
Stepovak Bay 4,United States,Alaska Peninsula,55.954,-159.954,1557.0,Dormant
Stepovak Bay Group,United States,Alaska Peninsula,55.917,-160.017,1633.0,Dormant
Trident,United States,Alaska Peninsula,58.236,-155.1,1864.0,Active
Ugashik-Peulik,United States,Alaska Peninsula,57.751,-156.368,1474.0,Active
Ukinrek Maars,United States,Alaska Peninsula,57.834,-156.52,91.0,Active
Unnamed,United States,Alaska Peninsula,57.87,-155.411,402.0,Dormant
Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507.0,Active
Yantarni,United States,Alaska Peninsula,57.019,-157.185,1345.0,Dormant
Buzzard Creek,United States,Alaska-E,64.062,-148.433,830.0,Dormant
Churchill,United States,Alaska-E,61.38,-141.75,5005.0,Active
Gordon,United States,Alaska-E,62.13,-143.08,2755.0,Dormant
Sanford,United States,Alaska-E,62.22,-144.13,4949.0,Dormant
Wrangell,United States,Alaska-E,62.006,-144.017,4278.0,Active
Behm Canal-Rudyerd Bay,United States,Alaska-SE,55.35,-131.0,500.0,Dormant
Duncan Canal,United States,Alaska-SE,56.5,-133.1,15.0,Dormant
Edgecumbe,United States,Alaska-SE,57.05,-135.75,970.0,Dormant
Tlevak Strait-Suemez Island,United States,Alaska-SE,55.25,-133.3,50.0,Dormant
Augustine,United States,Alaska-SW,59.363,-153.435,1218.0,Active
Hayes,United States,Alaska-SW,61.64,-152.411,3034.0,Active
Iliamna,United States,Alaska-SW,60.032,-153.09,3053.0,Active
Redoubt,United States,Alaska-SW,60.485,-152.742,3108.0,Active
Spurr,United States,Alaska-SW,61.299,-152.251,3374.0,Active
Espenberg,United States,Alaska-W,66.35,-164.33,243.0,Dormant
Imuruk Lake,United States,Alaska-W,65.6,-163.92,610.0,Active
Imuruk Lake,United States,Alaska-W,65.517,-163.45,610.0,Dormant
Ingakslugwat Hills,United States,Alaska-W,61.43,-164.47,190.0,Dormant
Kookooligit Mountains,United States,Alaska-W,63.6,-170.43,673.0,Dormant
St. Michael,United States,Alaska-W,63.45,-162.12,715.0,Dormant
St. Paul Island,United States,Alaska-W,57.167,-170.213,203.0,Dormant
Akutan,United States,Aleutian Is,54.134,-165.986,1303.0,Active
Amak,United States,Aleutian Is,55.418,-163.147,547.0,Active
Amukta,United States,Aleutian Is,52.5,-171.252,1066.0,Active
Atka Volcanic Complex,United States,Aleutian Is,52.331,-174.139,1518.0,Active
Bobrof,United States,Aleutian Is,51.91,-177.438,738.0,Dormant
Bogoslof,United States,Aleutian Is,53.93,-168.03,150.0,Active
Buldir,United States,Aleutian Is,52.35,175.911,656.0,Dormant
Carlisle,United States,Aleutian Is,52.894,-170.054,1620.0,Active
Chagulak,United States,Aleutian Is,52.577,-171.13,1142.0,Dormant
Cleveland,United States,Aleutian Is,52.825,-169.944,1730.0,Active
Davidof,United States,Aleutian Is,51.97,178.33,328.0,Dormant
Fisher,United States,Aleutian Is,54.65,-164.43,1112.0,Active
Gareloi,United States,Aleutian Is,51.79,-178.794,1573.0,Active
Great Sitkin,United States,Aleutian Is,52.076,-176.13,1740.0,Active
Herbert,United States,Aleutian Is,52.742,-170.111,1280.0,Dormant
Isanotski,United States,Aleutian Is,54.765,-163.723,2446.0,Active
Kagamil,United States,Aleutian Is,52.974,-169.72,893.0,Active
Kanaga,United States,Aleutian Is,51.923,-177.168,1307.0,Active
Kasatochi,United States,Aleutian Is,52.177,-175.508,314.0,Active
Kiska,United States,Aleutian Is,52.103,177.602,1220.0,Active
Koniuji,United States,Aleutian Is,52.22,-175.13,273.0,Dormant
Korovin,United States,Aleutian Is,52.381,-174.166,1518.0,Active
Little Sitkin,United States,Aleutian Is,51.95,178.543,1174.0,Active
Makushin,United States,Aleutian Is,53.891,-166.923,1800.0,Active
Moffett,United States,Aleutian Is,51.944,-176.747,1196.0,Dormant
Okmok,United States,Aleutian Is,53.43,-168.13,1073.0,Active
Recheschnoi,United States,Aleutian Is,53.157,-168.539,1984.0,Dormant
Roundtop,United States,Aleutian Is,54.8,-163.589,1871.0,Dormant
Seguam,United States,Aleutian Is,52.315,-172.51,1054.0,Active
Segula,United States,Aleutian Is,52.015,178.136,1160.0,Dormant
Semisopochnoi,United States,Aleutian Is,51.93,179.58,1221.0,Active
Sergief,United States,Aleutian Is,52.03,-174.93,560.0,Dormant
Shishaldin,United States,Aleutian Is,54.756,-163.97,2857.0,Active
Takawangha,United States,Aleutian Is,51.873,-178.006,1449.0,Dormant
Tana,United States,Aleutian Is,52.83,-169.77,1170.0,Dormant
Tanaga,United States,Aleutian Is,51.885,-178.146,1806.0,Active
Uliaga,United States,Aleutian Is,53.065,-169.77,888.0,Dormant
Unnamed,United States,Aleutian Is,52.0,-173.5,0.0,Active
Vsevidof,United States,Aleutian Is,53.13,-168.693,2149.0,Active
Westdahl,United States,Aleutian Is,54.516,-164.65,1563.0,Active
Yunaska,United States,Aleutian Is,52.639,-170.632,550.0,Active
Barren Island,India,Andaman Is-Indian O,12.278,93.858,354.0,Active
Narcondum,India,Andaman Is-Indian O,13.43,94.28,710.0,Dormant
Andrus,Antarctica,Antarctica,-75.8,-132.33,2978.0,Dormant
Berlin,Antarctica,Antarctica,-76.05,-136.0,3478.0,Dormant
Bridgeman Island,Antarctica,Antarctica,-62.063,-56.713,240.0,Dormant
Bristol Island,Antarctica,Antarctica,-59.017,-26.533,1100.0,Active
Buckle Island,Antarctica,Antarctica,-66.78,163.25,1239.0,Active
Candlemas Island,Antarctica,Antarctica,-57.08,-26.67,550.0,Active
Deception Island,Antarctica,Antarctica,-62.957,-60.637,602.0,Active
Erebus,Antarctica,Antarctica,-77.53,167.17,3794.0,Active
Hodson,Antarctica,Antarctica,-56.712,-27.176,835.0,Dormant
Hudson Mountains,Antarctica,Antarctica,-74.33,-99.42,749.0,Dormant
Leskov Island,Antarctica,Antarctica,-56.656,-28.14,190.0,Dormant
Lindenberg Island,Antarctica,Antarctica,-65.03,-60.05,368.0,Dormant
Melbourne,Antarctica,Antarctica,-74.35,164.7,2732.0,Active
Melville,Antarctica,Antarctica,-62.02,-57.67,549.0,Dormant
Montagu Island,Antarctica,Antarctica,-58.445,-26.374,1370.0,Active
Morning,Antarctica,Antarctica,-78.5,163.53,2723.0,Dormant
Mount Haddington Volc Field,Antarctica,Antarctica,-64.15,-57.75,1630.0,Dormant
Paulet,Antarctica,Antarctica,-63.579,-55.78,353.0,Dormant
Penguin Island,Antarctica,Antarctica,-62.1,-57.93,180.0,Active
Peter I Island,Antarctica,Antarctica,-68.85,-90.58,1640.0,Dormant
"Pleiades, The",Antarctica,Antarctica,-72.67,165.5,3040.0,Dormant
Royal Society Range,Antarctica,Antarctica,-78.25,163.33,3000.0,Dormant
Saunders,Antarctica,Antarctica,-57.8,-26.483,843.0,Active
Seal Nunataks Group,Antarctica,Antarctica,-65.03,-60.05,368.0,Active
Siple,Antarctica,Antarctica,-73.43,-126.67,3110.0,Dormant
Southern Thule,Antarctica,Antarctica,-59.442,-27.225,1075.0,Active
Sturge Island,Antarctica,Antarctica,-67.4,164.83,1167.0,Dormant
Takahe,Antarctica,Antarctica,-76.28,-112.08,3460.0,Dormant
Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595.0,Dormant
Unnamed,Antarctica,Antarctica,-73.45,164.58,2987.0,Dormant
Waesche,Antarctica,Antarctica,-77.17,-126.88,3292.0,Dormant
Young Island,Antarctica,Antarctica,-66.42,162.47,1340.0,Dormant
Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551.0,Active
Ormus Islands,Indian Ocean,Arabia-S,26.0,57.0,0.0,Active
Unnamed,Indian Ocean,Arabia-S,12.25,45.0,0.0,Dormant
"Arhab, Harra of",Yemen,Arabia-S,15.603,44.098,3100.0,Active
Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-S,14.067,48.3,604.0,Dormant
Bir Borhut,Yemen,Arabia-S,15.515,50.935,464.0,Dormant
"Dhamar, Harras of",Yemen,Arabia-S,14.57,44.67,3500.0,Active
"Haylan, Jabal",Yemen,Arabia-S,15.4,45.1,1550.0,Dormant
"Marha, Jabal el-",Yemen,Arabia-S,15.245,44.236,2506.0,Dormant
"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,1737.0,Active
"Ash Shaam, Harrat",Saudi Arabia,Arabia-W,32.333,37.583,1100.0,Dormant
"Birk, Harrat al",Saudi Arabia,Arabia-W,18.37,41.63,587.0,Dormant
"Ithnayn, Harrat",Saudi Arabia,Arabia-W,26.58,40.2,1625.0,Dormant
"Khaybar, Harrat",Saudi Arabia,Arabia-W,25.5,40.0,2093.0,Active
"Kishb, Harrat",Saudi Arabia,Arabia-W,22.8,41.38,1475.0,Dormant
"Lunayyir, Harrat",Saudi Arabia,Arabia-W,25.17,37.75,1370.0,Active
"Rahah, Harrat ar",Saudi Arabia,Arabia-W,27.8,36.17,1950.0,Dormant
"Rahat, Harrat",Saudi Arabia,Arabia-W,23.08,39.78,1744.0,Active
"Uwayrid, Harrat",Saudi Arabia,Arabia-W,27.08,37.25,1920.0,Active
"Yar, Jabal",Saudi Arabia,Arabia-W,17.05,42.83,305.0,Active
Antofagasta Volcanic Field,Argentina,Argentina,-26.12,-67.4,3495.0,Dormant
Apagado,Argentina,Argentina,-41.88,-72.58,1210.0,Dormant
Aracar,Argentina,Argentina,-24.29,-67.783,6095.0,Dormant
"Atuel, Caldera del",Argentina,Argentina,-34.592,-69.921,5189.0,Dormant
"Blanca, Laguna",Argentina,Argentina,-39.02,-70.37,1700.0,Dormant
"Blanco, Cerro",Argentina,Argentina,-26.766,-67.746,4670.0,Dormant
"Condor, El",Argentina,Argentina,-26.632,-68.361,6373.0,Dormant
Domuyo,Argentina,Argentina,-36.638,-70.432,4702.0,Dormant
Falso Azufre,Argentina,Argentina,-26.8,-68.37,5906.0,Dormant
Huanquihue Group,Argentina,Argentina,-39.887,-71.58,2189.0,Dormant
"Nevada, Sierra",Argentina,Argentina,-26.48,-68.58,6173.0,Dormant
Payun Matru,Argentina,Argentina,-36.422,-69.241,3715.0,Dormant
Peinado,Argentina,Argentina,-26.623,-68.116,5741.0,Dormant
Puesto Cortaderas,Argentina,Argentina,-37.567,-69.617,970.0,Dormant
Pular,Argentina,Argentina,-24.188,-68.054,6233.0,Active
Risco Plateado,Argentina,Argentina,-34.917,-69.981,4999.0,Dormant
"Solo, El",Argentina,Argentina,-27.105,-68.713,6205.0,Dormant
Tipas,Argentina,Argentina,-27.196,-68.561,6658.0,Dormant
Trolon,Argentina,Argentina,-37.738,-70.906,2360.0,Dormant
Tromen,Argentina,Argentina,-37.142,-70.03,3978.0,Dormant
Tromen Volcanic Plateau,Argentina,Argentina,-37.144,-70.033,4114.0,Dormant
Tuzgle,Argentina,Argentina,-24.05,-66.48,5486.0,Dormant
Unnamed,Argentina,Argentina,-25.078,-68.266,4652.0,Dormant
"Viedma, Volcan",Argentina,Argentina,-49.358,-73.28,1300.0,Active
Aragats,Armenia,Armenia,40.53,44.2,4095.0,Dormant
Ghegham Volcanic Ridge,Armenia,Armenia,40.283,45.0,3597.0,Dormant
Porak,Armenia,Armenia,40.028,45.74,3029.0,Dormant
Tskhouk-Karckar,Armenia,Armenia,39.742,45.992,3139.0,Dormant
Vaiyots-Sar,Armenia,Armenia,39.797,45.497,2575.0,Dormant
Fagradalsfjall,Iceland,Atlantic-N,63.895,-22.258,250.0,Active
Jan Mayen,Jan Mayen,Atlantic-N-Jan Mayen,71.082,-8.155,2197.0,Active
Ascension,Atlantic Ocean,Atlantic-S,-7.95,-14.37,858.0,Dormant
Thompson Island,Atlantic Ocean,Atlantic-S,-53.93,5.5,0.0,Dormant
Trindade,Atlantic Ocean,Atlantic-S,-20.514,-29.331,600.0,Dormant
Tristan da Cunha,Atlantic Ocean,Atlantic-S,-37.092,-12.28,2060.0,Active
Bouvet,Bouvet I.,Atlantic-S,-54.408,3.351,741.0,Dormant
Nightingale Island,United Kingdom,Atlantic-S,-37.42,-12.48,365.0,Active
McBride Volcanic Province,Australia,Australia,-18.367,144.567,1020.0,Dormant
Newer Volcanics Province,Australia,Australia,-37.77,142.5,1011.0,Dormant
Agua de Pau,Portugal,Azores,37.77,-25.47,947.0,Active
Corvo,Portugal,Azores,39.699,-31.111,718.0,Dormant
Fayal,Portugal,Azores,38.576,-28.713,1041.0,Active
Flores,Portugal,Azores,39.462,-31.216,914.0,Dormant
Furnas,Portugal,Azores,37.77,-25.32,805.0,Active
Graciosa,Portugal,Azores,39.02,-27.97,402.0,Dormant
Madeira,Portugal,Azores,32.73,-16.97,1862.0,Dormant
Pico,Portugal,Azores,38.47,-28.4,2351.0,Active
Picos Fissural Volcanic System,Portugal,Azores,37.78,-25.67,350.0,Active
Sao Jorge,Portugal,Azores,38.65,-28.08,1053.0,Active
Sete Cidades,Portugal,Azores,37.865,-25.785,842.0,Active
Terceira,Portugal,Azores,38.73,-27.32,1023.0,Active
Wurlali,Indonesia,Banda Sea,-7.125,128.675,868.0,Active
Banda Api,Pacific Ocean,Banda Sea,-4.523,129.881,596.0,Active
Manuk,Pacific Ocean,Banda Sea,-5.543,130.303,257.0,Dormant
Nila,Pacific Ocean,Banda Sea,-6.73,129.5,781.0,Active
Serua,Pacific Ocean,Banda Sea,-6.312,130.017,608.0,Active
Teon,Pacific Ocean,Banda Sea,-6.976,129.144,728.0,Active
Wetar,Pacific Ocean,Banda Sea,-6.642,126.65,282.0,Active
Jatun Mundo Quri Warani,Bolivia,Bolivia,-19.78,-66.48,5438.0,Dormant
"Jayu Khota, Laguna",Bolivia,Bolivia,-19.463,-67.432,3650.0,Dormant
Pampa Luxsar,Bolivia,Bolivia,-20.85,-68.2,5543.0,Dormant
Parinacota,Bolivia,Bolivia,-18.166,-69.142,6336.0,Dormant
Tambo Quemado,Bolivia,Bolivia,-18.62,-68.75,4215.0,Dormant
"Yumia, Cerro",Bolivia,Bolivia,-21.5,-67.5,4050.0,Dormant
Bombalai,Malaysia,Borneo,4.4,117.88,531.0,Dormant
Bagana,Papua New Guinea,Bougainville-SW Paci,-6.137,155.196,1855.0,Active
Balbi,Papua New Guinea,Bougainville-SW Paci,-5.916,155.001,2715.0,Dormant
Billy Mitchell,Papua New Guinea,Bougainville-SW Paci,-6.09,155.225,1544.0,Active
Loloru,Papua New Guinea,Bougainville-SW Paci,-6.52,155.62,1887.0,Dormant
Takuan Group,Papua New Guinea,Bougainville-SW Paci,-6.442,155.608,2210.0,Dormant
Tore,Papua New Guinea,Bougainville-SW Paci,-5.835,154.935,2175.0,Dormant
Alligator Lake,Canada,Canada,60.42,-135.42,2217.0,Dormant
Atlin Volcanic Field,Canada,Canada,59.708,-133.358,1880.0,Active
Bridge River Cones,Canada,Canada,50.8,-123.4,2500.0,Dormant
Cayley Volcanic Field,Canada,Canada,50.12,-123.28,2375.0,Dormant
Crow Lagoon,Canada,Canada,54.7,-130.23,335.0,Dormant
Edziza,Canada,Canada,57.72,-130.63,2786.0,Active
Fort Selkirk,Canada,Canada,62.93,-137.38,1239.0,Dormant
Garibaldi,Canada,Canada,49.85,-123.0,2678.0,Dormant
Garibaldi Lake,Canada,Canada,49.933,-123.0,2316.0,Dormant
Heart Peaks,Canada,Canada,58.6,-131.97,2012.0,Dormant
